element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
W,2,"=""251.48158""","=""0.00010""","=""251.48155""","=""0.00007""","=""11""","=""""",,"=""29341.426""","=""69105.775""","=""""","=""""","=""9/2""","=""""","=""""","=""9/2""",,"=""""","=""L11762""",
W,1,"=""251.4963""","=""0.0010""","=""251.4965""","=""0.0006""","=""7""","=""""",,"=""19648.54""","=""59410.52""","=""5d5.(4G).6s""","=""5G""","=""6""","=""""","=""*""","=""6""",,"=""""","=""L153""",
W,2,"=""251.5084""","=""0.0010""","=""251.50944""","=""0.00127""","=""7d""","=""""",,"=""25209.233""","=""64969.172""","=""""","=""""","=""9/2""","=""""","=""""","=""11/2""",,"=""""","=""L6520""",
W,2,"=""251.5121""","=""0.0010""","=""251.51108""","=""0.00127""","=""7d""","=""9.28e+05""",B,"=""7420.261""","=""47179.941""","=""5d5""","=""6S""","=""5/2""","=""""","=""""","=""3/2""",,"=""T7162""","=""L6520""",
W,2,"=""251.52731""","=""0.00010""","=""251.52732""","=""0.00003""","=""25""","=""""",,"=""18990.929""","=""58748.042""","=""""","=""""","=""3/2""","=""""","=""""","=""3/2""",,"=""""","=""L11762""",
W,2,"=""251.60693""","=""0.00010""","=""251.606919""","=""0.000051""","=""16""","=""""",,"=""20534.191""","=""60278.726""","=""""","=""""","=""11/2""","=""""","=""""","=""9/2""",,"=""""","=""L11762""",
W,1,"=""251.6145""","=""0.0010""","=""251.6146""","=""0.0006""","=""3""","=""""",,"=""16431.31""","=""56174.63""","=""5d4.6s2""","=""3G""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,2,"=""251.62600""","=""0.00010""","=""251.62599""","=""0.00006""","=""12""","=""""",,"=""14634.336""","=""54375.859""","=""5d4.(5D).6s""","=""4D""","=""3/2""","=""""","=""""","=""5/2""",,"=""""","=""L11762""",
W,2,"=""251.65562""","=""0.00010""","=""251.655642""","=""0.000076""","=""10""","=""""",,"=""14967.745""","=""54704.585""","=""""","=""""","=""5/2""","=""""","=""""","=""5/2""",,"=""""","=""L11762""",
W,1,"=""251.6679""","=""0.0010""","=""251.6679""","=""0.0006""","=""4""","=""""",,"=""13307.10""","=""53042.00""","=""5d4.6s2""","=""3P2""","=""1""","=""""","=""*""","=""1""",,"=""""","=""L153""",
W,2,"=""251.68797""","=""0.00010""","=""251.68797""","=""0.00005""","=""16""","=""""",,"=""23234.778""","=""62966.514""","=""""","=""""","=""9/2""","=""""","=""""","=""11/2""",,"=""""","=""L11762""",
W,1,"=""251.692""","=""0.010""","=""""","=""""","=""20""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,2,"=""251.69500""","=""0.00010""","=""251.69495""","=""0.00025""","=""3""","=""""",,"=""28631.688""","=""68362.322""","=""""","=""""","=""7/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,2,"=""251.70283""","=""0.00010""","=""251.702978""","=""0.000190""","=""4""","=""""",,"=""18000.627""","=""57729.994""","=""""","=""""","=""7/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,1,"=""251.7085""","=""0.0010""","=""251.7077""","=""0.0006""","=""3""","=""""",,"=""19535.01""","=""59263.63""","=""5d5.(4G).6s""","=""5G""","=""5""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,3,"=""251.7305""","=""0.0010""","=""251.7306""","=""0.0005""","=""30""","=""""",,"=""33972.34""","=""73697.35""","=""""","=""""","=""2""","=""5d3.(4P).6p""","=""5D*""","=""3""",,"=""""","=""L10405""",
W,1,"=""251.7306""","=""0.0010""","=""251.7328""","=""0.0006""","=""10""","=""""",,"=""17107.01""","=""56831.67""","=""5d4.6s2""","=""3F2""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""251.7389""","=""0.0010""","=""""","=""""","=""16""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,3,"=""251.8003""","=""0.0010""","=""251.7999""","=""0.0005""","=""80""","=""""",,"=""30507.27""","=""70221.35""","=""5d3.(2G).6s""","=""3G""","=""4""","=""5d3.(4F).6p""","=""5F*""","=""4""",,"=""""","=""L10405""",
W,2,"=""251.81549""","=""0.00010""","=""251.815502""","=""0.000019""","=""36""","=""""",,"=""24804.612""","=""64516.226""","=""""","=""""","=""7/2""","=""""","=""""","=""9/2""",,"=""""","=""L11762""",
W,2,"=""251.88029""","=""0.00010""","=""251.88015""","=""0.00019""","=""4""","=""""",,"=""28377.585""","=""68079.006""","=""""","=""""","=""11/2""","=""5d4.(1I).6p""","=""2K*""","=""13/2""",,"=""""","=""L11762""",
W,2,"=""251.8805""","=""0.0010""","=""251.87906""","=""0.00127""","=""3""","=""""",,"=""13411.939""","=""53113.533""","=""5d3.6s2""","=""4F""","=""7/2""","=""""","=""""","=""5/2""",,"=""""","=""L6520""",
W,2,"=""251.89000""","=""0.00010""","=""251.890000""","=""0.000019""","=""53""","=""1.79e+07""",B,"=""10592.485""","=""50292.354""","=""""","=""""","=""3/2""","=""5d3.(4F).6s.(5F).6p""","=""6D*""","=""5/2""",,"=""T7162""","=""L11762""",
W,1,"=""251.8993""","=""0.0010""","=""251.8991""","=""0.0006""","=""1""","=""""",,"=""19648.54""","=""59346.98""","=""5d5.(4G).6s""","=""5G""","=""6""","=""""","=""*""","=""7""",,"=""""","=""L153""",
W,1,"=""251.9106""","=""0.0010""","=""251.9106""","=""0.0006""","=""4""","=""""",,"=""13307.10""","=""53003.72""","=""5d4.6s2""","=""3P2""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""251.9262""","=""0.0010""","=""251.9264""","=""0.0006""","=""18""","=""""",,"=""12161.96""","=""51856.10""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,3,"=""251.9473""","=""0.0010""","=""251.9469""","=""0.0005""","=""200""","=""""",,"=""41322.55""","=""81013.46""","=""5d3.(2H).6s""","=""1H""","=""5""","=""5d3.(2H).6p""","=""3I*""","=""6""",,"=""""","=""L10405""",
W,2,"=""251.97119""","=""0.00010""","=""251.97109""","=""0.00025""","=""3""","=""""",,"=""25209.233""","=""64896.325""","=""""","=""""","=""9/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,3,"=""251.9748""","=""0.0010""","=""251.9749""","=""0.0005""","=""5""","=""""",,"=""36353.31""","=""76039.80""","=""""","=""""","=""2""","=""""","=""""","=""2""",,"=""""","=""L10405""",
W,2,"=""251.98548""","=""0.00010""","=""251.985495""","=""0.000127""","=""7""","=""""",,"=""20534.191""","=""60219.015""","=""""","=""""","=""11/2""","=""""","=""""","=""11/2""",,"=""""","=""L11762""",
W,2,"=""251.98836""","=""0.00010""","=""251.98847""","=""0.00013""","=""7""","=""""",,"=""23450.418""","=""63134.773""","=""5d4.(3D).6s""","=""4D""","=""5/2""","=""""","=""""","=""3/2""",,"=""""","=""L11762""",
W,1,"=""251.9940""","=""0.0010""","=""""","=""""","=""18""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""252.0088""","=""0.0010""","=""252.0084""","=""0.0006""","=""3""","=""""",,"=""18974.51""","=""58655.72""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,2,"=""252.01952""","=""0.00010""","=""252.01954""","=""0.00004""","=""20""","=""""",,"=""13434.070""","=""53113.533""","=""""","=""""","=""5/2""","=""""","=""""","=""5/2""",,"=""""","=""L11762""",
W,1,"=""252.0338""","=""0.0010""","=""252.0344""","=""0.0006""","=""4""","=""""",,"=""16431.31""","=""56108.44""","=""5d4.6s2""","=""3G""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""252.0632""","=""0.0010""","=""""","=""""","=""50""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,2,"=""252.08317""","=""0.00010""","=""252.08325""","=""0.00019""","=""4""","=""""",,"=""23046.724""","=""62716.159""","=""""","=""""","=""7/2""","=""5d3.(4P).6s.(5P).6p""","=""6D*""","=""9/2""",,"=""""","=""L11762""",
W,3,"=""252.0968""","=""0.0010""","=""252.0968""","=""0.0005""","=""40""","=""""",,"=""36467.29""","=""76134.60""","=""""","=""""","=""4""","=""""","=""""","=""3""",,"=""""","=""L10405""",
W,1,"=""252.1213""","=""0.0010""","=""252.1213""","=""0.0006""","=""50""","=""""",,"=""15069.93""","=""54733.38""","=""5d4.6s2""","=""3H""","=""5""","=""""","=""*""","=""6""",,"=""""","=""L153""",
W,3,"=""252.1543""","=""0.0010""","=""252.1545""","=""0.0005""","=""10""","=""""",,"=""33631.43""","=""73289.66""","=""""","=""""","=""4""","=""5d3.(4F).6p""","=""5G*""","=""5""",,"=""""","=""L10405""",
W,1,"=""252.1736""","=""0.0010""","=""252.1740""","=""0.0006""","=""30""","=""""",,"=""13348.56""","=""53003.72""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,2,"=""252.19057""","=""0.00010""","=""252.190591""","=""0.000032""","=""24""","=""""",,"=""17436.932""","=""57089.482""","=""5d4.(3H).6s""","=""4H""","=""11/2""","=""""","=""""","=""9/2""",,"=""""","=""L11762""",
W,1,"=""252.2003""","=""0.0010""","=""252.1996""","=""0.0006""","=""5""","=""""",,"=""17701.18""","=""57352.32""","=""5d4.6s2""","=""3F2""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""252.2082""","=""0.0010""","=""252.2074""","=""0.0006""","=""100*""","=""""",,"=""2951.29""","=""42601.19""","=""5d5.(6S).6s""","=""7S""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""252.2082""","=""0.0010""","=""252.2083""","=""0.0006""","=""100*""","=""""",,"=""6219.33""","=""45869.10""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,2,"=""252.22689""","=""0.00010""","=""252.22689""","=""0.00008""","=""9""","=""""",,"=""32950.460""","=""72597.303""","=""""","=""""","=""7/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,1,"=""252.2445""","=""0.0010""","=""252.2442""","=""0.0006""","=""3""","=""""",,"=""13348.56""","=""52992.69""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,2,"=""252.24584""","=""0.00010""","=""252.24575""","=""0.00013""","=""5""","=""""",,"=""20780.358""","=""60424.237""","=""""","=""""","=""9/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,2,"=""252.26121""","=""0.00010""","=""252.261219""","=""0.000255""","=""3""","=""""",,"=""14857.160""","=""54498.608""","=""""","=""""","=""9/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,2,"=""252.27332""","=""0.00010""","=""252.273330""","=""0.000025""","=""26""","=""""",,"=""19637.309""","=""59276.854""","=""""","=""""","=""5/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,2,"=""252.279949""","=""0.000010""","=""252.279942""","=""0.000006""","=""169""","=""2.48e+07""",B,"=""4716.278""","=""44354.784""","=""5d4.(5D).6s""","=""6D""","=""7/2""","=""""","=""""","=""5/2""",,"=""T7162""","=""L11762""",
W,1,"=""252.2915""","=""0.0010""","=""252.2914""","=""0.0006""","=""12*""","=""""",,"=""19535.01""","=""59171.71""","=""5d5.(4G).6s""","=""5G""","=""5""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""252.2915""","=""0.0010""","=""252.2919""","=""0.0006""","=""12*""","=""""",,"=""0.00""","=""39636.62""","=""5d4.6s2""","=""5D""","=""0""","=""""","=""*""","=""1""",,"=""""","=""L153""",
W,2,"=""252.30197""","=""0.00010""","=""252.30199""","=""0.00004""","=""16""","=""""",,"=""28377.585""","=""68012.627""","=""""","=""""","=""11/2""","=""""","=""""","=""11/2""",,"=""""","=""L11762""",
W,3,"=""252.3171""","=""0.0010""","=""252.3170""","=""0.0005""","=""30""","=""""",,"=""27726.22""","=""67358.91""","=""5d2.6s2""","=""1S""","=""0""","=""""","=""""","=""1""",,"=""""","=""L10405""",
W,2,"=""252.34580""","=""0.00010""","=""252.34583""","=""0.00032""","=""3""","=""""",,"=""22502.951""","=""62131.107""","=""5d4.(3D).6s""","=""4D""","=""3/2""","=""""","=""""","=""1/2""",,"=""""","=""L11762""",
W,2,"=""252.34924""","=""0.00010""","=""252.34927""","=""0.00008""","=""9""","=""""",,"=""25672.099""","=""65299.715""","=""""","=""""","=""5/2""","=""""","=""""","=""3/2""",,"=""""","=""L11762""",
W,3,"=""252.3614""","=""0.0010""","=""252.3612""","=""0.0005""","=""5""","=""""",,"=""47995.45""","=""87621.20""","=""5d3.(4P).6s""","=""3P""","=""1""","=""""","=""""","=""2""",,"=""""","=""L10405""",
W,2,"=""252.37044""","=""0.00010""","=""252.37035""","=""0.00019""","=""4""","=""""",,"=""27273.753""","=""66898.059""","=""""","=""""","=""7/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,1,"=""252.372""","=""0.010""","=""252.3722""","=""0.0006""","=""10""","=""""",,"=""15460.01""","=""55084.02""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,2,"=""252.41434""","=""0.00010""","=""252.414248""","=""0.000446""","=""2""","=""""",,"=""19070.550""","=""58687.965""","=""""","=""""","=""9/2""","=""""","=""""","=""9/2""",,"=""""","=""L11762""",
W,1,"=""252.4169""","=""0.0010""","=""252.4168""","=""0.0006""","=""60r""","=""5.1e+07""",C,"=""4830.00""","=""44447.02""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""3""",,"=""T6977""","=""L153""",
W,1,"=""252.4243""","=""0.0010""","=""252.4257""","=""0.0006""","=""3""","=""""",,"=""18116.84""","=""57732.46""","=""5d5.(4G).6s""","=""5G""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""252.4290""","=""0.0010""","=""252.4291""","=""0.0006""","=""5""","=""""",,"=""19648.54""","=""59263.63""","=""5d5.(4G).6s""","=""5G""","=""6""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""252.4351""","=""0.0010""","=""252.4356""","=""0.0006""","=""12""","=""""",,"=""17701.18""","=""57315.25""","=""5d4.6s2""","=""3F2""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""252.4445""","=""0.0010""","=""252.4442""","=""0.0006""","=""2""","=""""",,"=""13777.71""","=""53390.42""","=""5d4.6s2""","=""3F2""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""252.4604""","=""0.0010""","=""252.4607""","=""0.0006""","=""4""","=""""",,"=""17107.01""","=""56717.13""","=""5d4.6s2""","=""3F2""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,2,"=""252.47793""","=""0.00010""","=""252.47785""","=""0.00008""","=""10""","=""""",,"=""32950.460""","=""72557.895""","=""""","=""""","=""7/2""","=""""","=""""","=""9/2""",,"=""""","=""L11762""",
W,1,"=""252.5567""","=""0.0010""","=""252.5577""","=""0.0006""","=""16""","=""""",,"=""13348.56""","=""52943.48""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""252.5663""","=""0.0010""","=""252.5649""","=""0.0006""","=""3""","=""""",,"=""19535.01""","=""59128.80""","=""5d5.(4G).6s""","=""5G""","=""5""","=""""","=""*""","=""6""",,"=""""","=""L153""",
W,1,"=""252.5843""","=""0.0010""","=""""","=""""","=""3""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""252.6310""","=""0.0010""","=""252.6316""","=""0.0006""","=""12""","=""""",,"=""15460.01""","=""55043.34""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""252.6444""","=""0.0010""","=""252.6444""","=""0.0006""","=""18""","=""""",,"=""2951.29""","=""42532.62""","=""5d5.(6S).6s""","=""7S""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""252.6509""","=""0.0010""","=""252.6513""","=""0.0006""","=""1""","=""""",,"=""14976.18""","=""54556.43""","=""5d4.6s2""","=""3D""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""252.6633""","=""0.0010""","=""252.6631""","=""0.0006""","=""1""","=""""",,"=""13307.10""","=""52885.50""","=""5d4.6s2""","=""3P2""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,2,"=""252.69620""","=""0.00010""","=""252.696116""","=""0.000128""","=""7""","=""""",,"=""8711.274""","=""48284.498""","=""5d3.6s2""","=""4F""","=""3/2""","=""""","=""""","=""5/2""",,"=""""","=""L11762""",
W,1,"=""252.6992""","=""0.0010""","=""252.6997""","=""0.0006""","=""5""","=""""",,"=""15460.01""","=""55032.67""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""252.7088""","=""0.0010""","=""252.7087""","=""0.0006""","=""5""","=""""",,"=""20427.84""","=""59999.10""","=""5d5.(4P).6s""","=""5P""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""252.7176""","=""0.0010""","=""252.7179""","=""0.0006""","=""12""","=""""",,"=""6219.33""","=""45789.14""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""252.7302""","=""0.0010""","=""252.7307""","=""0.0006""","=""3""","=""""",,"=""13777.71""","=""53345.52""","=""5d4.6s2""","=""3F2""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""252.762""","=""0.010""","=""252.7624""","=""0.0006""","=""4""","=""""",,"=""2951.29""","=""42514.14""","=""5d5.(6S).6s""","=""7S""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,2,"=""252.79594""","=""0.00010""","=""252.795872""","=""0.000070""","=""11""","=""""",,"=""15146.977""","=""54704.585""","=""5d4.(3H).6s""","=""4H""","=""7/2""","=""""","=""""","=""5/2""",,"=""""","=""L11762""",
W,1,"=""252.8022""","=""0.0010""","=""252.8024""","=""0.0006""","=""9""","=""""",,"=""16431.31""","=""55987.90""","=""5d4.6s2""","=""3G""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,2,"=""252.83085""","=""0.00010""","=""252.83083""","=""0.00004""","=""19""","=""""",,"=""24804.612""","=""64356.750""","=""""","=""""","=""7/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,3,"=""252.8457""","=""0.0010""","=""252.8457""","=""0.0005""","=""2d""","=""""",,"=""52568.07""","=""92117.89""","=""5d3.(2F).6s""","=""1F""","=""3""","=""""","=""""","=""4""",,"=""""","=""L10405""",
W,1,"=""252.8523""","=""0.0010""","=""252.8528""","=""0.0006""","=""40""","=""""",,"=""17008.50""","=""56557.20""","=""5d4.6s2""","=""3H""","=""6""","=""""","=""*""","=""7""",,"=""""","=""L153""",
W,2,"=""252.8920""","=""0.0010""","=""252.89222""","=""0.00128""","=""9""","=""""",,"=""27273.753""","=""66816.290""","=""""","=""""","=""7/2""","=""""","=""""","=""9/2""",,"=""""","=""L6520""",
W,1,"=""252.9246""","=""0.0010""","=""252.9244""","=""0.0006""","=""50""","=""""",,"=""4830.00""","=""44367.50""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,2,"=""252.93089""","=""0.00010""","=""252.93089""","=""0.00007""","=""11""","=""""",,"=""20455.888""","=""59992.379""","=""5d4.(3F2).6s""","=""4F""","=""3/2""","=""""","=""""","=""5/2""",,"=""""","=""L11762""",
W,2,"=""252.96689""","=""0.00010""","=""252.966903""","=""0.000045""","=""18""","=""""",,"=""14967.745""","=""54498.608""","=""""","=""""","=""5/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,2,"=""252.99615""","=""0.00010""","=""252.996202""","=""0.000051""","=""15""","=""""",,"=""26158.581""","=""65684.866""","=""5d5""","=""4G""","=""9/2""","=""""","=""""","=""11/2""",,"=""""","=""L11762""",
W,1,"=""253.0089""","=""0.0010""","=""253.0105""","=""0.0006""","=""12""","=""""",,"=""16431.31""","=""55955.36""","=""5d4.6s2""","=""3G""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""253.0270""","=""0.0010""","=""253.0264""","=""0.0006""","=""1""","=""""",,"=""19256.24""","=""58777.80""","=""5d5.(4G).6s""","=""5G""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""253.0483""","=""0.0010""","=""253.0488""","=""0.0006""","=""40""","=""""",,"=""17008.50""","=""56526.57""","=""5d4.6s2""","=""3H""","=""6""","=""""","=""*""","=""6""",,"=""""","=""L153""",
W,1,"=""253.0809""","=""0.0010""","=""253.0812""","=""0.0006""","=""4""","=""""",,"=""18974.51""","=""58487.52""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""253.1178""","=""0.0010""","=""253.1184""","=""0.0006""","=""5""","=""""",,"=""13777.71""","=""53284.92""","=""5d4.6s2""","=""3F2""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,2,"=""253.12935""","=""0.00010""","=""253.12930""","=""0.00019""","=""4""","=""""",,"=""24804.612""","=""64310.114""","=""""","=""""","=""7/2""","=""""","=""""","=""5/2""",,"=""""","=""L11762""",
W,2,"=""253.14609""","=""0.00010""","=""253.14604""","=""0.00007""","=""11""","=""""",,"=""14634.336""","=""54137.225""","=""5d4.(5D).6s""","=""4D""","=""3/2""","=""""","=""""","=""3/2""",,"=""""","=""L11762""",
W,2,"=""253.17301""","=""0.00010""","=""253.17287""","=""0.00051""","=""48p""","=""""",,"=""31347.087""","=""70845.790""","=""5d5""","=""2I""","=""13/2""","=""5d3.(2H).6s.(3H).6p""","=""4I*""","=""15/2""",,"=""""","=""L11762""",
W,1,"=""253.1747""","=""0.0010""","=""253.1754""","=""0.0006""","=""5""","=""""",,"=""2951.29""","=""42449.60""","=""5d5.(6S).6s""","=""7S""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,3,"=""253.2650""","=""0.0010""","=""253.2651""","=""0.0005""","=""1d""","=""""",,"=""41570.01""","=""81054.33""","=""5d3.(2P).6s""","=""1P""","=""1""","=""""","=""""","=""1""",,"=""""","=""L10405""",
W,1,"=""253.2909""","=""0.0010""","=""253.2911""","=""0.0006""","=""3""","=""""",,"=""19648.54""","=""59128.80""","=""5d5.(4G).6s""","=""5G""","=""6""","=""""","=""*""","=""6""",,"=""""","=""L153""",
W,2,"=""253.31719""","=""0.00010""","=""253.31726""","=""0.00010""","=""7""","=""""",,"=""20780.358""","=""60256.547""","=""""","=""""","=""9/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,2,"=""253.34660""","=""0.00010""","=""253.34664""","=""0.00013""","=""6""","=""""",,"=""19276.431""","=""58748.042""","=""""","=""""","=""5/2""","=""""","=""""","=""3/2""",,"=""""","=""L11762""",
